                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 3.5412,                 5.3341,                 4.0721,                0.00111,                0.02389,                0.00285,                0.00127,                 3.3537,                 4.8245,                 4.0839,             4.4387e-05,             4.4387e-05,             4.4387e-05
                     40,                 3.4587,                 5.3495,                 4.0647,                0.00141,                0.02464,                0.00306,                0.00139,                 3.3508,                 4.8283,                 4.0797,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     41,                 3.5236,                 5.3343,                 4.0722,                0.00135,                0.02453,                0.00392,                0.00164,                  3.358,                 4.8305,                 4.0766,              4.046e-05,              4.046e-05,              4.046e-05
                     42,                 3.4982,                 5.3954,                 4.0461,                0.00132,                0.01912,                0.00407,                0.00189,                 3.3566,                 4.8266,                 4.0773,             3.8496e-05,             3.8496e-05,             3.8496e-05
                     43,                 3.5395,                 5.3423,                 4.0462,                0.00142,                0.02194,                  0.004,                0.00157,                 3.3455,                 4.8197,                 4.0736,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     44,                 3.4749,                 5.3217,                 4.0546,                0.00135,                0.02476,                0.00545,                0.00217,                 3.3444,                  4.816,                 4.0697,              3.457e-05,              3.457e-05,              3.457e-05
                     45,                 3.5806,                 5.3033,                  4.053,                0.00138,                0.02459,                 0.0054,                0.00211,                 3.3417,                 4.8185,                  4.069,             3.2606e-05,             3.2606e-05,             3.2606e-05
                     46,                 3.4613,                 5.3217,                 4.0315,                0.00132,                0.02464,                0.00487,                0.00226,                 3.3439,                 4.8192,                 4.0633,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     47,                 3.4694,                  5.326,                 4.0424,                0.00114,                0.02417,                0.00487,                0.00202,                 3.3475,                 4.8183,                 4.0598,             2.8679e-05,             2.8679e-05,             2.8679e-05
                     48,                 3.4745,                  5.358,                 4.0197,                0.00114,                 0.0213,                0.00337,                0.00145,                  3.337,                 4.8046,                 4.0574,             2.6716e-05,             2.6716e-05,             2.6716e-05
                     49,                 3.4673,                 5.3084,                 4.0226,                0.00124,                0.02141,                0.00486,                0.00173,                 3.3409,                 4.8122,                 4.0494,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     50,                 3.4117,                 5.4803,                 4.0194,                0.00134,                0.02428,                0.00372,                0.00131,                 3.3295,                  4.784,                 4.0487,             2.2789e-05,             2.2789e-05,             2.2789e-05
                     51,                 3.4087,                 5.4728,                 4.0203,                0.00104,                0.02461,                0.00564,                0.00218,                 3.3203,                 4.7654,                 4.0478,             2.0825e-05,             2.0825e-05,             2.0825e-05
                     52,                 3.3734,                 5.4721,                 4.0054,                0.00114,                0.02472,                0.00565,                0.00189,                 3.3275,                 4.7528,                 4.0432,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     53,                 3.3756,                 5.4572,                 4.0072,                0.00115,                0.02748,                0.00268,                0.00083,                 3.3168,                 4.7529,                 4.0469,             1.6898e-05,             1.6898e-05,             1.6898e-05
                     54,                 3.3447,                 5.4486,                 4.0141,                0.00093,                0.02743,                0.00379,                0.00119,                 3.3157,                 4.7336,                 4.0434,             1.4935e-05,             1.4935e-05,             1.4935e-05
                     55,                 3.3782,                 5.4395,                 4.0112,                0.00098,                0.02765,                0.00505,                0.00166,                 3.3118,                 4.7207,                 4.0372,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     56,                 3.3841,                 5.4165,                 4.0011,                0.00103,                0.02765,                0.00359,                0.00114,                  3.309,                 4.7133,                 4.0334,             1.1008e-05,             1.1008e-05,             1.1008e-05
                     57,                 3.3557,                 5.4723,                 3.9987,                0.00161,                0.02989,                0.00292,                0.00073,                 3.3052,                 4.7178,                   4.03,              9.044e-06,              9.044e-06,              9.044e-06
                     58,                 3.3776,                 5.4053,                 3.9885,                0.00164,                0.02983,                0.00337,                 0.0008,                 3.3037,                 4.7146,                 4.0311,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     59,                  3.357,                 5.3622,                 4.0047,                0.00147,                0.02989,                0.00316,                0.00085,                 3.3004,                 4.7123,                 4.0295,              5.117e-06,              5.117e-06,              5.117e-06
