                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.3507,                0.98011,                  1.588,                0.89854,                0.61765,                0.79222,                0.54783,                  1.308,                 1.1894,                 1.3617,              0.0010562,              0.0010562,              0.0010562
                    145,                 1.3848,                 1.0461,                 1.6283,                0.91844,                0.61765,                0.75341,                0.51585,                 1.3513,                 1.2293,                  1.418,              0.0010496,              0.0010496,              0.0010496
                    146,                 1.3601,                 1.0173,                 1.6242,                0.89373,                0.63235,                0.78505,                0.54887,                 1.2527,                 1.2656,                 1.3706,               0.001043,               0.001043,               0.001043
                    147,                  1.317,                0.97609,                 1.5824,                0.97939,                0.61765,                0.80591,                0.54084,                 1.2367,                 1.1774,                 1.3365,              0.0010364,              0.0010364,              0.0010364
                    148,                 1.3594,                0.97247,                 1.5937,                0.93391,                0.62354,                 0.6922,                0.45901,                 1.4119,                 1.5091,                 1.4689,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.3068,                0.98024,                 1.5774,                0.97138,                0.61765,                0.79774,                0.56792,                 1.1945,                 1.2542,                 1.3545,              0.0010232,              0.0010232,              0.0010232
                    150,                 1.3739,                 1.0237,                 1.6341,                0.98926,                0.61765,                0.78904,                0.58066,                 1.1141,                 1.2201,                 1.2729,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.3592,                0.98536,                 1.6085,                 0.9456,                0.63235,                0.76525,                0.54307,                 1.2368,                  1.287,                 1.3499,                0.00101,                0.00101,                0.00101
                    152,                 1.3296,                 1.0045,                 1.5628,                0.95549,                0.63139,                0.80152,                0.55526,                  1.199,                 1.2225,                 1.3454,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.3324,                0.99772,                 1.5567,                0.92874,                0.61765,                0.78625,                0.57482,                  1.184,                 1.2373,                 1.3502,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.3148,                 1.0018,                  1.571,                0.96629,                0.61765,                0.78579,                0.56721,                 1.2252,                 1.2945,                 1.3414,              0.0009902,              0.0009902,              0.0009902
                    155,                 1.2924,                 1.0025,                 1.5544,                0.99305,                0.61765,                0.81038,                0.54041,                 1.3717,                 1.3329,                  1.402,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.2931,                0.97647,                 1.5856,                0.94285,                0.61765,                0.77595,                0.56148,                 1.2761,                 1.3666,                 1.4259,               0.000977,               0.000977,               0.000977
                    157,                 1.3308,                0.98672,                 1.5846,                0.87672,                0.61765,                0.76797,                0.55121,                 1.3232,                 1.4029,                 1.4655,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.3158,                0.99314,                 1.5806,                0.95869,                0.63235,                0.78517,                0.54699,                 1.2948,                 1.3523,                 1.4199,              0.0009638,              0.0009638,              0.0009638
                    159,                 1.2995,                0.99576,                 1.5706,                0.93945,                0.61765,                0.80106,                0.54227,                 1.3008,                 1.2246,                 1.3737,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.3284,                0.99333,                 1.5986,                0.94473,                0.61765,                0.81583,                0.58282,                 1.1917,                 1.1539,                 1.2936,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.3112,                0.94292,                 1.5691,                0.83723,                0.61765,                0.77098,                0.53642,                 1.2737,                 1.2664,                 1.3506,               0.000944,               0.000944,               0.000944
                    162,                  1.291,                0.97755,                 1.5668,                0.82317,                0.60294,                0.76506,                0.55259,                 1.2225,                 1.3511,                 1.3304,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.3026,                0.97149,                 1.5583,                0.98755,                0.61765,                0.78616,                0.57473,                 1.1426,                 1.3136,                 1.3078,              0.0009308,              0.0009308,              0.0009308
                    164,                 1.3031,                0.96487,                 1.5713,                0.99289,                0.63235,                0.77791,                0.51401,                 1.3807,                 1.3453,                 1.4392,              0.0009242,              0.0009242,              0.0009242
                    165,                 1.3574,                0.97175,                 1.5922,                0.99133,                0.63235,                0.78638,                0.50191,                 1.4927,                 1.4599,                 1.5027,              0.0009176,              0.0009176,              0.0009176
                    166,                 1.3398,                0.95626,                 1.5864,                0.99676,                0.63235,                0.75703,                 0.5394,                 1.3231,                 1.4629,                 1.4193,               0.000911,               0.000911,               0.000911
                    167,                 1.3257,                0.96633,                 1.5678,                      1,                0.62909,                0.77659,                0.55395,                 1.2208,                 1.3735,                 1.3806,              0.0009044,              0.0009044,              0.0009044
                    168,                 1.2882,                0.94651,                 1.5543,                0.98903,                0.61765,                0.79224,                0.51184,                 1.3712,                 1.2854,                 1.4519,              0.0008978,              0.0008978,              0.0008978
                    169,                 1.2864,                0.96441,                 1.5956,                0.91248,                0.61765,                0.77395,                0.56254,                 1.1698,                 1.3267,                 1.3247,              0.0008912,              0.0008912,              0.0008912
                    170,                 1.2529,                0.95248,                 1.5424,                0.96936,                0.63235,                 0.8035,                0.57273,                  1.216,                 1.2623,                   1.34,              0.0008846,              0.0008846,              0.0008846
                    171,                 1.2557,                0.93999,                 1.5148,                0.98973,                0.61765,                0.78622,                0.59953,                 1.1057,                 1.3135,                 1.2987,               0.000878,               0.000878,               0.000878
                    172,                 1.3095,                0.94972,                 1.5616,                0.99114,                0.61765,                 0.7713,                0.54331,                 1.2284,                 1.2385,                 1.3367,              0.0008714,              0.0008714,              0.0008714
                    173,                 1.2633,                 0.9055,                 1.5188,                      1,                0.63194,                0.76884,                0.58494,                 1.2401,                 1.4407,                  1.365,              0.0008648,              0.0008648,              0.0008648
                    174,                 1.3015,                0.91571,                 1.5513,                0.97578,                0.63235,                0.79712,                0.56258,                  1.243,                 1.3588,                 1.3424,              0.0008582,              0.0008582,              0.0008582
                    175,                 1.2246,                  0.944,                 1.5196,                0.92109,                0.61765,                0.78659,                0.55749,                 1.1934,                 1.1818,                 1.3345,              0.0008516,              0.0008516,              0.0008516
                    176,                 1.2399,                0.92267,                 1.5219,                0.89518,                0.63235,                0.73941,                0.51296,                 1.2835,                 1.3919,                 1.3389,               0.000845,               0.000845,               0.000845
                    177,                 1.2891,                0.92857,                 1.5488,                0.97762,                0.63235,                0.75353,                0.50229,                 1.2615,                 1.2671,                 1.3451,              0.0008384,              0.0008384,              0.0008384
                    178,                 1.2683,                0.89876,                 1.5299,                 0.9154,                0.61765,                0.80958,                0.55667,                  1.201,                 1.2719,                 1.3162,              0.0008318,              0.0008318,              0.0008318
                    179,                 1.2743,                0.87984,                  1.514,                0.91386,                0.62413,                0.77877,                0.56653,                 1.2066,                 1.2809,                 1.3143,              0.0008252,              0.0008252,              0.0008252
                    180,                 1.2837,                0.94977,                  1.546,                0.97694,                0.62307,                0.82757,                0.57873,                  1.191,                 1.1042,                 1.2963,              0.0008186,              0.0008186,              0.0008186
                    181,                 1.2736,                0.94658,                 1.5377,                0.98346,                0.61765,                0.79467,                0.58565,                 1.1227,                 1.1986,                 1.2969,               0.000812,               0.000812,               0.000812
                    182,                 1.2631,                0.93472,                 1.5394,                0.95309,                0.63235,                0.76635,                0.57427,                 1.1493,                 1.2603,                 1.3161,              0.0008054,              0.0008054,              0.0008054
                    183,                 1.2816,                0.93236,                 1.5425,                0.96948,                0.63235,                0.77301,                0.58177,                 1.1251,                 1.2475,                 1.2839,              0.0007988,              0.0007988,              0.0007988
                    184,                 1.2591,                0.91614,                 1.5537,                0.97555,                0.63235,                0.77721,                0.58337,                 1.1262,                 1.2127,                 1.2888,              0.0007922,              0.0007922,              0.0007922
                    185,                 1.2875,                0.93124,                 1.5283,                      1,                 0.6288,                0.75527,                0.55889,                 1.1762,                 1.3803,                 1.3397,              0.0007856,              0.0007856,              0.0007856
                    186,                 1.2599,                0.88836,                 1.5323,                0.91391,                0.62455,                0.77143,                 0.5469,                 1.2388,                 1.2838,                 1.3376,               0.000779,               0.000779,               0.000779
                    187,                  1.259,                0.93279,                 1.5147,                0.90658,                0.63235,                0.75629,                0.54853,                 1.2013,                 1.3809,                  1.309,              0.0007724,              0.0007724,              0.0007724
                    188,                 1.2407,                0.90755,                 1.4992,                0.96184,                0.63235,                 0.7223,                0.51494,                 1.2642,                 1.4937,                 1.3803,              0.0007658,              0.0007658,              0.0007658
                    189,                  1.212,                0.89162,                 1.4895,                      1,                0.63013,                0.75244,                0.58545,                 1.1006,                 1.4002,                 1.2876,              0.0007592,              0.0007592,              0.0007592
                    190,                 1.2433,                0.92238,                 1.5126,                0.98952,                0.63235,                0.76431,                0.60244,                 1.0334,                 1.4216,                 1.2877,              0.0007526,              0.0007526,              0.0007526
                    191,                 1.2296,                0.93334,                 1.5071,                0.95843,                0.61765,                0.75676,                0.58595,                 1.1263,                 1.3408,                 1.3093,               0.000746,               0.000746,               0.000746
                    192,                 1.2485,                0.92375,                  1.529,                0.94283,                0.61765,                0.78372,                0.58182,                 1.1345,                 1.2286,                 1.2901,              0.0007394,              0.0007394,              0.0007394
                    193,                 1.2837,                0.90741,                 1.5209,                0.95612,                0.61765,                0.76991,                0.56973,                 1.1731,                 1.3281,                 1.3227,              0.0007328,              0.0007328,              0.0007328
                    194,                 1.2281,                 0.9098,                 1.4924,                0.95621,                0.64231,                 0.7734,                0.56489,                 1.1959,                 1.2628,                 1.3132,              0.0007262,              0.0007262,              0.0007262
                    195,                 1.2523,                0.91247,                 1.5147,                0.96654,                0.61765,                  0.775,                0.58079,                 1.1291,                 1.1874,                 1.2738,              0.0007196,              0.0007196,              0.0007196
                    196,                 1.2679,                0.90924,                 1.5267,                0.82366,                0.58824,                0.75532,                0.56174,                 1.2101,                 1.1197,                 1.2856,               0.000713,               0.000713,               0.000713
                    197,                 1.2686,                0.93916,                 1.5316,                0.85202,                0.61765,                0.76856,                0.57119,                 1.1822,                 1.1203,                 1.2849,              0.0007064,              0.0007064,              0.0007064
                    198,                 1.2457,                0.92517,                 1.5093,                0.98533,                0.61765,                0.81348,                0.60703,                 1.1251,                 1.0454,                  1.278,              0.0006998,              0.0006998,              0.0006998
                    199,                 1.2316,                0.88611,                 1.5077,                0.95637,                0.64477,                0.79536,                0.60521,                 1.1098,                 1.2197,                 1.2881,              0.0006932,              0.0006932,              0.0006932
                    200,                 1.2648,                0.91778,                 1.5187,                0.97429,                0.64706,                0.77422,                0.55447,                 1.2255,                 1.3931,                 1.3901,              0.0006866,              0.0006866,              0.0006866
                    201,                   1.25,                0.88927,                 1.5025,                0.95758,                0.61765,                0.82659,                0.59895,                 1.1172,                 1.0966,                   1.31,                0.00068,                0.00068,                0.00068
                    202,                 1.2561,                0.90617,                 1.5289,                0.89575,                0.63182,                0.82266,                0.60329,                 1.1357,                 1.1847,                  1.341,              0.0006734,              0.0006734,              0.0006734
                    203,                 1.2367,                0.91589,                  1.517,                0.96396,                0.63235,                0.80025,                0.56646,                 1.2797,                 1.3032,                 1.3847,              0.0006668,              0.0006668,              0.0006668
                    204,                 1.1946,                0.87394,                 1.4722,                0.98432,                0.61765,                0.79092,                0.60547,                 1.1223,                 1.3153,                 1.3185,              0.0006602,              0.0006602,              0.0006602
                    205,                 1.2533,                0.90782,                 1.5107,                0.93271,                0.61765,                0.75035,                0.57783,                 1.1471,                 1.4153,                  1.331,              0.0006536,              0.0006536,              0.0006536
                    206,                 1.2188,                0.91575,                 1.5152,                0.92263,                0.61765,                0.79305,                0.56561,                 1.1523,                 1.2118,                 1.2732,               0.000647,               0.000647,               0.000647
                    207,                 1.2066,                0.90109,                 1.4856,                0.95838,                0.66176,                0.84819,                0.61334,                 1.0916,                 1.0327,                 1.2265,              0.0006404,              0.0006404,              0.0006404
                    208,                 1.2341,                0.86808,                 1.5171,                0.95913,                0.61765,                0.83165,                0.62533,                 1.1056,                 1.0855,                 1.2882,              0.0006338,              0.0006338,              0.0006338
                    209,                 1.2064,                0.87227,                 1.4849,                0.99528,                0.63235,                0.81285,                0.56727,                 1.1606,                 1.1286,                 1.3017,              0.0006272,              0.0006272,              0.0006272
                    210,                  1.248,                0.87917,                 1.5063,                0.97771,                0.64519,                0.78521,                0.54344,                 1.2404,                 1.1368,                 1.3426,              0.0006206,              0.0006206,              0.0006206
                    211,                  1.263,                0.91157,                 1.5383,                0.93699,                0.61765,                  0.806,                0.60476,                 1.1286,                   1.18,                 1.2728,               0.000614,               0.000614,               0.000614
                    212,                 1.2204,                0.86828,                 1.4964,                0.96779,                0.61765,                0.82826,                0.61013,                 1.1341,                 1.0855,                 1.2559,              0.0006074,              0.0006074,              0.0006074
                    213,                 1.2236,                0.89292,                 1.5091,                0.95196,                0.63235,                0.83787,                0.60355,                 1.1191,                 1.0572,                   1.25,              0.0006008,              0.0006008,              0.0006008
                    214,                 1.2075,                0.89425,                 1.4901,                0.96999,                0.64706,                 0.8486,                0.61977,                 1.1107,                 1.0367,                 1.2386,              0.0005942,              0.0005942,              0.0005942
                    215,                 1.2071,                0.88104,                 1.5036,                0.92967,                0.63235,                0.82628,                0.60314,                 1.0997,                 1.0961,                  1.223,              0.0005876,              0.0005876,              0.0005876
                    216,                 1.2202,                0.89904,                  1.507,                0.99397,                0.63235,                0.81289,                0.60913,                 1.0987,                 1.2042,                 1.2534,               0.000581,               0.000581,               0.000581
                    217,                 1.1975,                0.84633,                 1.4802,                0.93272,                0.63235,                0.79441,                0.60276,                 1.1898,                 1.2818,                 1.3009,              0.0005744,              0.0005744,              0.0005744
                    218,                 1.2578,                0.88098,                 1.5067,                0.91597,                0.64128,                0.80906,                0.60438,                 1.1501,                 1.2131,                 1.2966,              0.0005678,              0.0005678,              0.0005678
                    219,                 1.1887,                0.87036,                 1.4616,                0.98405,                0.63235,                0.83815,                0.62636,                 1.0473,                 1.0809,                 1.2397,              0.0005612,              0.0005612,              0.0005612
                    220,                 1.1911,                0.88376,                 1.4649,                0.97665,                0.61526,                0.83023,                0.60864,                 1.1006,                 1.0406,                  1.236,              0.0005546,              0.0005546,              0.0005546
                    221,                  1.222,                0.86957,                 1.4904,                      1,                0.63008,                0.83204,                0.58986,                 1.1527,                 1.1009,                 1.2781,               0.000548,               0.000548,               0.000548
                    222,                 1.2362,                0.89438,                 1.5183,                0.99538,                0.63235,                0.83923,                0.60996,                 1.1567,                 1.0802,                 1.2728,              0.0005414,              0.0005414,              0.0005414
                    223,                 1.1565,                0.83632,                 1.4404,                0.99107,                0.63235,                0.83331,                 0.6146,                 1.0607,                 1.1117,                 1.2691,              0.0005348,              0.0005348,              0.0005348
                    224,                 1.1923,                0.87041,                 1.4867,                0.97106,                0.63235,                0.84046,                0.63442,                 1.0579,                 1.0674,                 1.2555,              0.0005282,              0.0005282,              0.0005282
                    225,                 1.1947,                0.86144,                 1.4894,                0.94838,                0.63235,                0.83515,                0.61249,                 1.0708,                 1.0943,                 1.2487,              0.0005216,              0.0005216,              0.0005216
                    226,                 1.1906,                0.84694,                 1.4662,                0.94381,                0.61765,                0.79278,                0.59367,                 1.2004,                 1.2209,                 1.2947,               0.000515,               0.000515,               0.000515
                    227,                 1.2203,                0.86829,                 1.4718,                0.95807,                0.63235,                0.79116,                0.58211,                 1.2113,                 1.2663,                 1.3271,              0.0005084,              0.0005084,              0.0005084
                    228,                 1.2032,                0.86616,                 1.4837,                 0.9512,                0.63235,                0.82825,                0.61523,                 1.1301,                 1.1287,                 1.2556,              0.0005018,              0.0005018,              0.0005018
                    229,                 1.1821,                0.83109,                  1.461,                0.97187,                0.63235,                0.82637,                0.60729,                 1.1541,                 1.1743,                 1.2966,              0.0004952,              0.0004952,              0.0004952
                    230,                 1.1942,                0.84058,                  1.473,                0.94655,                0.63235,                0.79021,                0.58521,                 1.1871,                 1.2844,                 1.3439,              0.0004886,              0.0004886,              0.0004886
                    231,                 1.1923,                0.85258,                 1.4778,                0.97681,                0.61956,                 0.8234,                0.59902,                 1.2201,                 1.1983,                 1.3285,               0.000482,               0.000482,               0.000482
                    232,                 1.1866,                0.86886,                 1.4694,                0.96697,                0.61765,                0.85626,                0.62767,                 1.0982,                 0.9963,                 1.2459,              0.0004754,              0.0004754,              0.0004754
                    233,                 1.2053,                 0.8648,                 1.4735,                0.96969,                0.63235,                0.81256,                0.60213,                 1.1096,                 1.1656,                 1.2623,              0.0004688,              0.0004688,              0.0004688
                    234,                  1.182,                0.84945,                 1.4551,                0.98633,                0.63235,                 0.7953,                0.57982,                  1.175,                 1.2189,                 1.2903,              0.0004622,              0.0004622,              0.0004622
                    235,                 1.1912,                0.86111,                 1.4921,                0.97593,                0.63235,                0.81182,                0.59159,                 1.1827,                 1.1245,                  1.282,              0.0004556,              0.0004556,              0.0004556
                    236,                 1.1913,                0.85379,                 1.4869,                 0.8561,                0.69999,                0.84604,                0.58933,                 1.2073,                 1.0351,                 1.2764,               0.000449,               0.000449,               0.000449
                    237,                 1.2085,                0.86449,                 1.4772,                0.84796,                0.72059,                0.87476,                0.57872,                 1.2142,                0.97293,                 1.2534,              0.0004424,              0.0004424,              0.0004424
                    238,                 1.2058,                0.85876,                 1.4827,                0.99374,                0.63235,                0.83009,                0.57484,                 1.1853,                 1.1005,                 1.2785,              0.0004358,              0.0004358,              0.0004358
                    239,                 1.1918,                0.84211,                 1.4711,                 0.9906,                0.63235,                0.84768,                0.60214,                 1.0951,                 1.0499,                  1.234,              0.0004292,              0.0004292,              0.0004292
                    240,                 1.2317,                0.87835,                 1.5024,                      1,                0.63057,                0.85087,                0.61316,                 1.0593,                 1.0029,                 1.2268,              0.0004226,              0.0004226,              0.0004226
                    241,                 1.1841,                0.86358,                  1.466,                 0.9737,                0.61765,                0.83964,                 0.5758,                 1.1328,                  1.093,                 1.2494,               0.000416,               0.000416,               0.000416
                    242,                 1.1706,                0.81464,                 1.4454,                0.94774,                0.61765,                0.81212,                0.60626,                 1.0801,                 1.1279,                 1.2426,              0.0004094,              0.0004094,              0.0004094
                    243,                 1.1764,                0.84231,                 1.4642,                 0.9596,                0.61765,                0.84037,                0.63473,                 1.0761,                 1.0576,                 1.2346,              0.0004028,              0.0004028,              0.0004028
                    244,                 1.1629,                0.81281,                 1.4451,                 0.9641,                0.61765,                0.82507,                0.61674,                 1.1179,                 1.0997,                 1.2589,              0.0003962,              0.0003962,              0.0003962
                    245,                 1.1663,                0.82502,                 1.4248,                      1,                0.62698,                0.79862,                0.60401,                 1.1134,                 1.2017,                 1.2627,              0.0003896,              0.0003896,              0.0003896
                    246,                 1.1643,                0.85981,                 1.4745,                0.99517,                0.63235,                0.80625,                0.61076,                 1.1299,                 1.2159,                 1.2642,               0.000383,               0.000383,               0.000383
                    247,                  1.155,                 0.8304,                 1.4537,                      1,                0.64433,                0.81163,                0.60723,                  1.141,                 1.1334,                 1.2729,              0.0003764,              0.0003764,              0.0003764
                    248,                  1.157,                0.85369,                 1.4422,                0.99571,                0.63235,                0.81456,                0.63177,                 1.0734,                 1.1098,                 1.2685,              0.0003698,              0.0003698,              0.0003698
                    249,                  1.123,                0.80738,                  1.443,                 0.9776,                0.64195,                0.81367,                0.60985,                 1.1416,                 1.1324,                 1.3149,              0.0003632,              0.0003632,              0.0003632
                    250,                 1.1667,                0.82203,                 1.4677,                 0.9765,                0.63235,                0.83825,                0.65899,                 1.0476,                 1.0734,                 1.2563,              0.0003566,              0.0003566,              0.0003566
                    251,                 1.1357,                0.83275,                  1.421,                0.98862,                0.63235,                0.83994,                0.64642,                 1.0606,                 1.0971,                 1.2535,                0.00035,                0.00035,                0.00035
                    252,                 1.1281,                0.82298,                 1.4314,                0.97579,                0.63235,                0.82984,                 0.6455,                 1.0734,                 1.1449,                 1.2592,              0.0003434,              0.0003434,              0.0003434
                    253,                  1.156,                 0.8123,                 1.4581,                      1,                0.63109,                0.84832,                0.64113,                 1.0725,                 1.1179,                 1.2652,              0.0003368,              0.0003368,              0.0003368
                    254,                 1.1208,                 0.8087,                 1.4422,                0.95716,                0.65721,                 0.8558,                0.63458,                 1.1175,                 1.0788,                  1.257,              0.0003302,              0.0003302,              0.0003302
                    255,                 1.1941,                0.85774,                 1.4727,                0.97779,                0.64741,                0.83119,                 0.6121,                 1.1465,                 1.2127,                 1.2938,              0.0003236,              0.0003236,              0.0003236
                    256,                  1.143,                0.83694,                 1.4379,                0.95726,                0.65881,                0.82997,                0.59732,                 1.2074,                 1.2467,                 1.3014,               0.000317,               0.000317,               0.000317
                    257,                 1.1367,                0.83075,                 1.4393,                0.97215,                0.64706,                0.84182,                 0.6293,                 1.1038,                 1.1207,                 1.2402,              0.0003104,              0.0003104,              0.0003104
                    258,                 1.1462,                0.83769,                 1.4399,                      1,                0.64328,                0.83631,                0.64526,                 1.0737,                 1.1981,                 1.2677,              0.0003038,              0.0003038,              0.0003038
                    259,                 1.1611,                0.83124,                  1.447,                  0.959,                0.64706,                0.82825,                0.62517,                 1.1085,                 1.1702,                 1.2863,              0.0002972,              0.0002972,              0.0002972
                    260,                 1.2312,                0.85493,                 1.4825,                0.99486,                0.63235,                0.84164,                0.60402,                 1.1401,                 1.1153,                 1.2609,              0.0002906,              0.0002906,              0.0002906
                    261,                 1.1401,                0.82719,                 1.4512,                0.99627,                0.63235,                0.83385,                0.61992,                 1.0883,                 1.1527,                 1.2605,               0.000284,               0.000284,               0.000284
                    262,                 1.1043,                0.81935,                 1.4183,                0.99465,                0.63235,                0.82084,                 0.6314,                 1.0493,                  1.173,                 1.2484,              0.0002774,              0.0002774,              0.0002774
                    263,                 1.1203,                0.82174,                 1.4536,                0.99552,                0.63235,                0.82709,                0.63385,                 1.0585,                 1.1746,                 1.2437,              0.0002708,              0.0002708,              0.0002708
                    264,                 1.0933,                0.80607,                 1.4179,                0.95701,                0.65479,                0.84157,                0.63612,                 1.0631,                 1.1314,                 1.2297,              0.0002642,              0.0002642,              0.0002642
                    265,                 1.1435,                0.81599,                 1.4528,                0.99668,                0.63235,                0.83517,                0.63896,                 1.0553,                 1.1173,                 1.2319,              0.0002576,              0.0002576,              0.0002576
                    266,                 1.1498,                0.82499,                 1.4352,                      1,                   0.63,                0.82459,                0.62117,                 1.0656,                 1.1068,                 1.2272,               0.000251,               0.000251,               0.000251
                    267,                 1.0707,                0.80063,                 1.4027,                      1,                0.62956,                0.81591,                0.61284,                 1.1462,                 1.1568,                 1.2452,              0.0002444,              0.0002444,              0.0002444
                    268,                 1.1427,                0.79798,                 1.4446,                0.99734,                0.63235,                0.83876,                0.63337,                 1.0845,                 1.0731,                 1.2078,              0.0002378,              0.0002378,              0.0002378
                    269,                 1.1336,                0.83849,                 1.4428,                0.99593,                0.63235,                0.82596,                0.61331,                 1.0955,                 1.1026,                 1.2263,              0.0002312,              0.0002312,              0.0002312
                    270,                 1.1382,                0.82565,                 1.4484,                0.99606,                0.63235,                0.82641,                0.62724,                 1.0991,                 1.1845,                 1.2326,              0.0002246,              0.0002246,              0.0002246
                    271,                 1.1075,                0.80036,                 1.4319,                0.99543,                0.63235,                0.80384,                0.61737,                 1.1019,                 1.2172,                 1.2351,               0.000218,               0.000218,               0.000218
                    272,                 1.1606,                0.79703,                 1.4419,                0.99285,                0.63235,                0.80481,                0.62966,                 1.1243,                 1.2383,                 1.2455,              0.0002114,              0.0002114,              0.0002114
                    273,                 1.1214,                0.81242,                 1.4242,                0.99483,                0.63235,                0.81914,                0.62661,                 1.1013,                 1.2054,                   1.24,              0.0002048,              0.0002048,              0.0002048
                    274,                 1.1579,                0.82797,                 1.4488,                0.99751,                0.63235,                0.82771,                0.63148,                 1.1004,                 1.1678,                 1.2401,              0.0001982,              0.0001982,              0.0001982
                    275,                 1.1566,                 0.8171,                 1.4353,                 0.9972,                0.63235,                 0.8251,                0.63682,                 1.0768,                 1.1506,                 1.2433,              0.0001916,              0.0001916,              0.0001916
                    276,                 1.1499,                0.78262,                 1.4251,                 0.9983,                0.63235,                0.82918,                0.63319,                 1.0828,                 1.1225,                  1.244,               0.000185,               0.000185,               0.000185
                    277,                 1.1135,                0.79267,                 1.4119,                0.99985,                0.63235,                0.83314,                 0.6377,                 1.0713,                 1.0802,                  1.226,              0.0001784,              0.0001784,              0.0001784
                    278,                 1.1223,                 0.8205,                 1.4208,                0.99758,                0.63235,                0.82924,                0.63304,                 1.0933,                 1.1018,                  1.234,              0.0001718,              0.0001718,              0.0001718
                    279,                 1.1068,                0.80087,                 1.4142,                0.99646,                0.63235,                0.82601,                0.64035,                 1.0687,                 1.0876,                 1.2256,              0.0001652,              0.0001652,              0.0001652
                    280,                 1.1151,                0.79221,                  1.408,                0.99838,                0.63235,                0.81003,                0.62646,                 1.0759,                 1.1142,                 1.2409,              0.0001586,              0.0001586,              0.0001586
                    281,                 1.1217,                0.80514,                 1.4103,                0.99526,                0.63235,                0.82031,                0.63162,                 1.0878,                 1.1453,                 1.2494,               0.000152,               0.000152,               0.000152
                    282,                  1.127,                0.79228,                  1.413,                 0.9932,                0.63235,                 0.8208,                0.62848,                 1.0886,                 1.2103,                 1.2654,              0.0001454,              0.0001454,              0.0001454
                    283,                 1.1261,                 0.8115,                 1.4128,                0.99512,                0.63235,                0.82953,                0.64341,                 1.0207,                 1.1461,                  1.245,              0.0001388,              0.0001388,              0.0001388
                    284,                 1.1121,                0.81527,                 1.4183,                0.99706,                0.63235,                0.82634,                0.65107,                 1.0314,                 1.1377,                 1.2574,              0.0001322,              0.0001322,              0.0001322
                    285,                 1.1082,                0.78387,                 1.4049,                0.97774,                0.64603,                 0.8245,                0.64681,                 1.0396,                 1.1361,                 1.2523,              0.0001256,              0.0001256,              0.0001256
                    286,                 1.1005,                0.79875,                 1.4127,                   0.97,                0.64706,                 0.8282,                0.64697,                 1.0421,                 1.1661,                  1.241,               0.000119,               0.000119,               0.000119
                    287,                  1.137,                0.76773,                  1.428,                      1,                0.64545,                0.83916,                0.64327,                 1.0646,                 1.1501,                 1.2349,              0.0001124,              0.0001124,              0.0001124
                    288,                 1.1302,                0.78347,                 1.4094,                      1,                0.64673,                0.84114,                0.64642,                 1.0822,                 1.1458,                 1.2407,              0.0001058,              0.0001058,              0.0001058
                    289,                 1.1165,                0.79749,                 1.4293,                      1,                 0.6457,                0.83039,                0.63748,                 1.0619,                  1.149,                 1.2471,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                0.97394,                0.67189,                 1.2941,                  0.997,                0.63235,                0.79279,                0.62162,                 1.0867,                 1.1746,                 1.2723,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                0.98098,                0.64402,                 1.2786,                0.99825,                0.63235,                0.78016,                0.61875,                 1.1184,                 1.1808,                 1.2877,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                0.98618,                0.65224,                 1.2952,                0.99758,                0.63235,                0.77911,                0.63659,                 1.0553,                 1.1696,                 1.2821,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                0.99036,                0.64352,                 1.2984,                0.99693,                0.63235,                0.78052,                0.63086,                 1.0635,                 1.1745,                 1.2815,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                0.95535,                0.64758,                    1.3,                0.99726,                0.63235,                0.78323,                0.62411,                 1.0711,                 1.2092,                 1.2929,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.96918,                0.62624,                 1.2738,                0.99749,                0.63235,                0.78456,                0.62296,                 1.0646,                 1.2121,                 1.2923,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.95291,                0.61464,                  1.281,                0.99698,                0.63235,                0.78624,                0.63544,                 1.0433,                 1.2128,                   1.28,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                 0.9601,                0.61559,                 1.2934,                0.99645,                0.63235,                0.78636,                0.63281,                 1.0358,                 1.2093,                 1.2724,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                0.92994,                0.61147,                 1.2703,                0.99641,                0.63235,                0.78409,                0.61899,                 1.0699,                 1.2236,                 1.2827,               3.98e-05,               3.98e-05,               3.98e-05
