                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.4406,                 1.2233,                 1.4237,                 0.7919,                0.69118,                0.84825,                0.51145,                 1.4168,                 1.0865,                 1.3362,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.3911,                 1.1937,                 1.4106,                0.94916,                0.61765,                0.66545,                0.45653,                 1.5396,                 1.5442,                 1.4956,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.4105,                 1.1855,                  1.417,                0.97796,                0.61765,                0.83983,                 0.5402,                 1.3737,                 1.1231,                 1.3427,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.4196,                 1.2063,                 1.4062,                0.64077,                0.77941,                0.77795,                0.46702,                 1.4713,                 1.2147,                 1.3757,               0.001604,               0.001604,               0.001604
                     22,                 1.4397,                 1.1756,                 1.3943,                0.90864,                0.63235,                0.77988,                0.52547,                 1.3719,                 1.1709,                 1.3421,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.3691,                 1.1595,                 1.4108,                0.93583,                0.63235,                0.74714,                0.48934,                 1.3971,                 1.1882,                  1.406,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.4343,                 1.1385,                 1.4189,                0.97497,                0.63235,                0.66388,                0.42574,                 1.5989,                 1.7242,                  1.538,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.3742,                 1.1233,                 1.4024,                0.95613,                 0.6411,                0.65881,                0.47509,                 1.5507,                 1.6443,                 1.5441,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.3952,                 1.1331,                 1.3988,                0.97178,                0.63235,                0.67254,                0.42059,                 1.7035,                  1.664,                 1.5515,               0.001505,               0.001505,               0.001505
                     27,                 1.3491,                  1.104,                 1.3654,                      1,                0.60035,                0.69489,                0.44688,                 1.3406,                 1.6818,                 1.3321,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.3459,                 1.0588,                 1.3606,                0.99072,                0.61765,                0.79369,                0.56914,                  1.143,                  1.086,                   1.21,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.3588,                 1.0664,                 1.3674,                0.93574,                0.64248,                0.70979,                0.43697,                 1.4765,                 1.3247,                 1.4735,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.3317,                 1.0554,                 1.3691,                0.97752,                0.63945,                0.67372,                 0.4362,                 1.6148,                 1.5046,                 1.4972,              0.0014258,              0.0014258,              0.0014258
                     31,                  1.336,                 1.0618,                 1.3547,                0.97114,                0.64706,                0.70824,                0.48552,                 1.3039,                 1.4367,                 1.3275,               0.001406,               0.001406,               0.001406
                     32,                 1.3368,                 1.0912,                  1.361,                 0.9838,                0.64706,                0.68353,                0.47141,                 1.2672,                 1.5688,                 1.2999,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.3246,                 1.0837,                 1.3537,                0.86198,                0.73478,                0.88498,                0.57051,                 1.2666,                0.94194,                 1.2156,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.3058,                 1.0308,                 1.3552,                0.96287,                0.64706,                 0.7642,                 0.5183,                 1.2829,                 1.2658,                 1.3407,              0.0013466,              0.0013466,              0.0013466
                     35,                  1.264,                0.99789,                 1.3177,                0.97719,                0.63016,                0.70263,                  0.535,                  1.299,                 1.4897,                 1.3435,              0.0013268,              0.0013268,              0.0013268
                     36,                  1.301,                 1.0108,                 1.3479,                0.87713,                0.67647,                0.83279,                0.51396,                 1.2932,                 1.1186,                 1.3023,               0.001307,               0.001307,               0.001307
                     37,                 1.2953,                 1.0036,                 1.3292,                0.97765,                0.64348,                0.79466,                0.55333,                  1.303,                 1.2774,                 1.3072,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.2894,                0.98366,                 1.3289,                 0.9555,                0.63153,                0.71396,                0.48561,                 1.3624,                  1.355,                  1.394,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.3051,                 1.0189,                  1.347,                0.97722,                0.63235,                0.71749,                0.47647,                 1.5146,                 1.3572,                 1.3986,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.2835,                 1.0049,                 1.3237,                0.97673,                0.64706,                0.83225,                0.56643,                 1.2039,                0.96026,                 1.2289,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.2724,                0.98765,                 1.3362,                      1,                0.62823,                0.77415,                0.54134,                 1.2544,                 1.1872,                 1.2669,               0.001208,               0.001208,               0.001208
                     42,                 1.2461,                0.98737,                 1.3213,                0.93382,                0.66176,                0.82814,                0.53021,                 1.3274,                0.98174,                 1.2672,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.2411,                0.98927,                 1.3104,                0.95791,                0.66941,                0.84203,                0.56956,                 1.1879,                 1.0107,                    1.2,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.2509,                0.95982,                 1.3098,                0.96621,                0.64706,                0.76375,                0.53952,                 1.2522,                 1.2114,                 1.3281,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.2521,                0.97268,                 1.3389,                0.87776,                0.63361,                0.74779,                0.52172,                  1.217,                 1.2377,                 1.3459,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.2587,                0.97615,                 1.3226,                0.91252,                0.64706,                0.77181,                0.57206,                 1.1953,                 1.0362,                 1.3926,               0.001109,               0.001109,               0.001109
                     47,                 1.2224,                0.93305,                 1.2953,                0.91375,                0.63235,                0.74041,                0.55519,                 1.0957,                 1.1943,                 1.2915,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.2451,                0.94781,                 1.3087,                0.95531,                0.62874,                0.71149,                0.50725,                  1.218,                 1.3905,                 1.3157,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.2175,                0.92258,                 1.2981,                0.98507,                0.63235,                 0.7285,                0.53395,                 1.2638,                 1.3465,                  1.384,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.2284,                0.93013,                 1.2978,                0.94949,                0.64706,                0.76329,                0.55294,                 1.1898,                 1.1303,                 1.3681,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.2147,                0.95795,                  1.305,                      1,                0.64347,                0.75351,                0.51788,                 1.3365,                 1.1387,                 1.3664,                0.00101,                0.00101,                0.00101
                     52,                 1.2169,                  0.937,                 1.2942,                0.98435,                0.64706,                0.85865,                0.58586,                 1.1345,                0.99154,                 1.2572,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.1991,                0.90601,                 1.2729,                 0.9772,                0.64706,                0.77448,                0.55956,                 1.1789,                 1.1642,                   1.27,              0.0009704,              0.0009704,              0.0009704
                     54,                  1.198,                0.93899,                 1.2946,                      1,                0.63053,                0.80352,                0.62947,                 1.0508,                 1.0971,                 1.2052,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.1827,                0.89323,                 1.2769,                0.97749,                0.63864,                0.76036,                0.56312,                  1.197,                 1.2968,                 1.3123,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.1938,                0.89756,                 1.2697,                0.97645,                0.64706,                 0.7618,                0.58245,                 1.1299,                 1.0645,                 1.2649,               0.000911,               0.000911,               0.000911
                     57,                 1.1634,                0.88722,                 1.2824,                0.99724,                0.64706,                0.77047,                0.58276,                 1.0978,                 1.0211,                 1.2455,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.2165,                0.92174,                 1.3048,                0.99765,                0.64706,                0.82086,                0.59588,                 1.1473,                0.97188,                 1.2691,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.1939,                0.90543,                 1.2862,                0.89252,                0.72059,                0.85886,                0.58644,                 1.1848,                0.93397,                 1.2425,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.1893,                0.88965,                 1.2908,                0.94991,                0.63235,                0.78642,                0.58861,                 1.0614,                 1.0221,                 1.2329,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.1701,                0.88777,                 1.2726,                      1,                0.64313,                0.75489,                0.56295,                 1.2159,                 1.1904,                 1.3384,               0.000812,               0.000812,               0.000812
                     62,                 1.1527,                0.90235,                  1.275,                0.96618,                0.64706,                0.68711,                0.53719,                 1.1664,                 1.5273,                  1.335,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.1691,                0.89121,                 1.2727,                0.96699,                0.64706,                0.69077,                0.57887,                 1.0745,                 1.3041,                 1.2976,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.1561,                0.86249,                 1.2591,                      1,                0.64685,                0.72006,                0.56941,                 1.0899,                 1.2264,                 1.2508,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.1419,                0.85003,                 1.2554,                0.97398,                0.64706,                0.73477,                0.56368,                 1.1215,                 1.2869,                 1.2583,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.1484,                0.86265,                 1.2595,                0.99264,                0.63235,                0.71928,                0.55618,                 1.1324,                 1.3325,                 1.2498,               0.000713,               0.000713,               0.000713
                     67,                  1.129,                0.87971,                 1.2521,                0.97514,                0.64706,                0.76461,                   0.57,                 1.0918,                 1.2545,                 1.2076,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.1338,                0.83503,                 1.2383,                0.97772,                0.64706,                0.75566,                0.53534,                 1.2043,                 1.2699,                 1.2387,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.1397,                0.85285,                 1.2406,                      1,                0.62985,                0.74525,                0.57653,                 1.0536,                 1.2902,                 1.2036,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.1519,                0.85713,                 1.2692,                0.97769,                0.64448,                0.83344,                0.58421,                 1.1785,                 1.0658,                  1.198,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.1462,                0.84485,                 1.2579,                0.84426,                0.73529,                  0.871,                0.64448,                 1.0339,                0.87817,                  1.117,               0.000614,               0.000614,               0.000614
                     72,                 1.1018,                0.84503,                 1.2453,                0.98793,                0.64706,                0.81814,                0.59126,                 1.1151,                 1.0588,                 1.1766,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.1281,                0.84054,                 1.2454,                0.98966,                0.64706,                0.80648,                0.61291,                 1.0696,                 1.1038,                 1.1588,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.1032,                0.82127,                  1.228,                0.99861,                0.64706,                0.82402,                0.59034,                 1.1169,                 1.0248,                 1.1435,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.1046,                0.84091,                  1.224,                0.99215,                0.64706,                0.78322,                0.60938,                 1.0343,                 1.1023,                 1.1603,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.0775,                0.81458,                 1.2102,                0.99516,                0.64706,                0.77253,                0.60356,                 1.0366,                 1.1744,                 1.1701,               0.000515,               0.000515,               0.000515
                     77,                 1.0837,                0.80941,                 1.2175,                      1,                0.64645,                0.77784,                 0.6063,                 1.0102,                 1.1446,                 1.1513,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.0589,                 0.7931,                 1.2016,                0.98776,                0.64706,                0.75781,                0.61273,                 0.9792,                 1.1621,                  1.164,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.0845,                0.81803,                 1.2046,                0.99072,                0.64706,                0.75288,                0.60883,                 0.9676,                 1.1612,                 1.1914,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.0976,                0.80739,                 1.2312,                0.99353,                0.64706,                0.76469,                0.61848,                0.93675,                 1.0822,                 1.1679,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.0626,                0.80105,                 1.2067,                 0.9733,                0.64706,                0.76227,                0.62815,                 0.8862,                 1.0501,                 1.1385,               0.000416,               0.000416,               0.000416
                     82,                 1.0641,                0.81872,                 1.2264,                0.99631,                0.63235,                0.77991,                0.61481,                 1.0103,                 1.1392,                 1.1711,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.0787,                0.81747,                 1.2277,                0.97195,                0.64706,                0.80975,                0.63853,                 1.0059,                 1.0366,                 1.1711,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.0555,                0.80101,                 1.1984,                      1,                0.64288,                0.80177,                 0.6314,                 1.0247,                 1.0227,                 1.2055,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.0127,                0.77419,                 1.1936,                      1,                 0.6313,                0.78888,                0.63681,                 0.9184,                 1.0526,                 1.1565,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.0726,                0.77679,                 1.2283,                      1,                0.63106,                0.81217,                0.63828,                0.95878,                 1.0012,                 1.1425,               0.000317,               0.000317,               0.000317
                     87,                  1.055,                0.76936,                 1.2012,                      1,                0.63034,                 0.8156,                0.65483,                0.94474,                0.96989,                 1.1503,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.0718,                0.81235,                  1.208,                      1,                0.63195,                0.81095,                0.65134,                0.93653,                0.94705,                 1.1395,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.0435,                 0.8026,                 1.2103,                0.99306,                0.64706,                0.80507,                0.65009,                0.94761,                 1.0384,                 1.1441,              0.0002576,              0.0002576,              0.0002576
                     90,                0.91525,                0.64139,                 1.1474,                0.99271,                0.64706,                0.80562,                0.65938,                0.96504,                  1.027,                 1.1579,              0.0002378,              0.0002378,              0.0002378
                     91,                0.94877,                0.63469,                 1.1686,                0.99308,                0.64706,                0.80173,                0.64314,                 1.0008,                 1.0716,                 1.1845,               0.000218,               0.000218,               0.000218
                     92,                0.91992,                0.61886,                 1.1527,                      1,                0.64295,                0.79716,                0.64976,                0.97882,                 1.0087,                 1.1665,              0.0001982,              0.0001982,              0.0001982
                     93,                0.91091,                0.63998,                 1.1651,                      1,                 0.6297,                0.79115,                0.63426,                 1.0069,                 1.0244,                 1.1847,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.9103,                0.62431,                 1.1586,                0.94051,                0.64706,                0.78099,                0.62716,                 0.9954,                 1.0631,                 1.2019,              0.0001586,              0.0001586,              0.0001586
                     95,                0.87937,                0.60896,                 1.1244,                0.94134,                0.64706,                0.75622,                0.62482,                0.98011,                 1.1437,                 1.2136,              0.0001388,              0.0001388,              0.0001388
                     96,                0.89151,                0.59901,                 1.1387,                0.99367,                0.61765,                0.75147,                0.61847,                0.98351,                 1.1981,                 1.2257,               0.000119,               0.000119,               0.000119
                     97,                0.89435,                0.60616,                 1.1406,                0.99262,                0.61765,                0.74832,                0.61493,                 0.9949,                 1.2046,                 1.2303,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.86908,                0.61183,                 1.1342,                0.99216,                0.61765,                0.74644,                0.62487,                0.98005,                 1.2017,                  1.225,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.87001,                0.58728,                 1.1344,                0.99238,                0.61765,                0.73378,                0.61903,                0.96076,                 1.2273,                 1.2313,               5.96e-05,               5.96e-05,               5.96e-05
