                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 3.5124,                 5.2916,                 4.0366,                 0.0012,                0.02461,                0.00446,                0.00126,                 3.3075,                 4.7868,                   4.05,             7.4232e-05,             7.4232e-05,             7.4232e-05
                     40,                 3.4379,                 5.3091,                 4.0253,                0.00162,                0.02423,                0.00507,                0.00135,                 3.3112,                 4.7889,                  4.041,             7.3054e-05,             7.3054e-05,             7.3054e-05
                     41,                 3.5147,                 5.2947,                   4.03,                0.00306,                0.02548,                0.00581,                 0.0014,                  3.306,                 4.7815,                 4.0331,             7.1876e-05,             7.1876e-05,             7.1876e-05
                     42,                 3.4779,                 5.3234,                 3.9992,                0.00132,                0.02408,                0.00535,                0.00124,                  3.305,                 4.7765,                 4.0232,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     43,                 3.4865,                 5.2654,                 3.9902,                0.00126,                0.02735,                0.00573,                0.00114,                 3.3035,                 4.7742,                 4.0114,              6.952e-05,              6.952e-05,              6.952e-05
                     44,                 3.4474,                  5.275,                 4.0097,                0.00131,                0.02506,                0.00545,                0.00102,                  3.297,                 4.7788,                 4.0034,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     45,                 3.5582,                 5.2567,                 3.9984,                0.00136,                0.02403,                0.00294,                0.00087,                 3.2874,                  4.787,                 4.0004,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     46,                 3.4298,                 5.2605,                 3.9697,                0.00161,                0.02489,                0.00387,                0.00096,                 3.2869,                 4.7804,                 3.9884,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     47,                 3.4432,                 5.2376,                 3.9848,                0.00144,                0.02788,                0.00368,                0.00095,                  3.287,                 4.7801,                 3.9795,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     48,                 3.4278,                 5.2986,                 3.9487,                0.26826,                 0.0141,                0.00397,                0.00123,                 3.2777,                 4.7746,                 3.9719,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     49,                 3.4242,                 5.2428,                 3.9493,                0.36776,                0.00742,                0.00545,                0.00116,                  3.277,                  4.764,                 3.9584,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     50,                 3.4582,                 5.1992,                 3.9566,                0.38304,                0.00449,                0.00676,                0.00145,                 3.2758,                 4.7516,                 3.9546,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     51,                 3.3727,                 5.2669,                 3.9486,                0.38571,                0.00332,                0.00502,                0.00095,                 3.2761,                 4.7518,                 3.9495,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     52,                  3.406,                 5.2014,                 3.9574,                0.37533,                0.00332,                0.00595,                0.00101,                 3.2793,                 4.7388,                 3.9401,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     53,                 3.4559,                 5.2624,                  3.948,                0.41474,                0.00483,                0.00465,                0.00111,                 3.2806,                 4.7411,                 3.9382,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     54,                 3.3804,                 5.2666,                 3.9253,                0.41283,                0.00483,                0.00519,                0.00101,                 3.2879,                 4.7356,                 3.9414,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     55,                 3.4146,                  5.261,                 3.9329,                0.40197,                0.00433,                0.00776,                0.00156,                 3.2858,                 4.7256,                 3.9376,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     56,                 3.3775,                 5.2439,                 3.9266,                0.38821,                0.00332,                0.00933,                0.00201,                 3.2791,                 4.7293,                 3.9383,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     57,                 3.4425,                 5.1313,                 3.8997,                 0.3546,                 0.0077,                0.00309,                0.00065,                 3.2685,                 4.7204,                 3.9279,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     58,                 3.4411,                 5.1765,                 3.9284,                0.35374,                0.01085,                0.00322,                0.00057,                 3.2739,                 4.7155,                 3.9242,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     59,                 3.3379,                 5.1742,                 3.9175,                0.32579,                0.01068,                0.00276,                0.00053,                 3.2759,                 4.7164,                 3.9141,              5.067e-05,              5.067e-05,              5.067e-05
                     60,                 3.3144,                 5.1406,                 3.9119,                0.32537,                0.01091,                0.00259,                0.00052,                 3.2654,                  4.717,                 3.9043,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     61,                 3.4417,                 5.2368,                 3.8931,                0.29747,                0.01135,                0.00194,                0.00038,                 3.2666,                 4.7191,                 3.8954,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     62,                 3.2816,                 5.1834,                 3.9099,                0.17043,                0.01686,                 0.0023,                0.00055,                 3.2593,                 4.7173,                 3.8929,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     63,                 3.3739,                 5.2194,                 3.8863,                 0.0014,                0.03416,                0.00262,                0.00057,                 3.2576,                 4.7096,                 3.8946,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     64,                 3.4472,                  5.198,                 3.8867,                0.00121,                 0.0372,                0.00233,                0.00056,                 3.2651,                 4.6983,                 3.8895,              4.478e-05,              4.478e-05,              4.478e-05
                     65,                 3.3791,                 5.2317,                 3.8795,                0.29734,                0.01135,                0.00259,                 0.0006,                 3.2628,                 4.6764,                  3.875,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     66,                 3.3895,                 5.2269,                 3.8962,                0.32544,                0.00843,                 0.0024,                0.00049,                 3.2605,                 4.6682,                 3.8721,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     67,                 3.3846,                 5.1077,                 3.8827,                0.29717,                0.01141,                0.00221,                0.00043,                 3.2551,                  4.671,                 3.8731,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     68,                 3.4556,                  5.099,                 3.8516,                0.33938,                0.00614,                 0.0021,                0.00041,                 3.2501,                 4.7035,                 3.8754,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     69,                 3.3398,                 5.1346,                 3.8724,                0.00264,                0.03919,                0.00367,                0.00095,                 3.2458,                  4.738,                 3.8667,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     70,                 3.3895,                  5.134,                 3.8686,                0.00265,                0.04609,                0.00357,                0.00101,                 3.2456,                 4.7834,                 3.8674,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     71,                 3.4006,                  5.078,                 3.8793,                0.00213,                0.04042,                0.00351,                0.00095,                 3.2405,                 4.7851,                 3.8644,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     72,                  3.393,                 5.1267,                 3.8606,                0.00209,                0.03859,                0.00457,                0.00126,                 3.2376,                 4.7728,                 3.8598,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     73,                 3.4109,                 5.1677,                 3.8821,                0.00184,                0.04223,                0.00527,                0.00155,                 3.2336,                 4.7815,                 3.8595,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     74,                 3.4387,                 5.1441,                 3.8569,                0.00177,                0.04085,                0.00411,                0.00131,                 3.2299,                  4.766,                 3.8576,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     75,                 3.3866,                 5.0958,                 3.8699,                0.00212,                0.04418,                0.00616,                0.00164,                 3.2317,                 4.6866,                 3.8546,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     76,                  3.428,                 5.1241,                  3.847,                0.00327,                0.04418,                0.00723,                0.00167,                 3.2249,                 4.6941,                 3.8569,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     77,                 3.3429,                 5.1939,                 3.8389,                0.28314,                0.01328,                0.00431,                0.00071,                 3.2232,                 4.6793,                 3.8548,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     78,                 3.3485,                 5.1819,                 3.8612,                0.26917,                0.01183,                0.00345,                0.00058,                 3.2231,                  4.723,                 3.8561,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     79,                 3.3346,                 5.1128,                 3.8588,                0.28331,                0.01183,                0.00301,                0.00056,                 3.2291,                 4.7539,                 3.8527,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     80,                 3.3646,                 5.1734,                 3.8489,                0.00341,                0.04594,                0.00436,                 0.0012,                  3.224,                 4.7476,                 3.8511,              2.593e-05,              2.593e-05,              2.593e-05
                     81,                  3.324,                 5.1377,                 3.8505,                0.00368,                0.04912,                0.00696,                0.00214,                 3.2125,                 4.6872,                  3.844,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     82,                 3.3703,                 5.0976,                 3.8316,                0.00298,                0.04603,                0.00385,                0.00153,                 3.2161,                 4.7083,                 3.8433,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     83,                 3.3658,                 5.0791,                 3.8584,                0.00312,                0.04787,                0.00378,                0.00151,                 3.2168,                 4.7621,                 3.8425,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     84,                 3.4117,                 5.1002,                 3.8201,                0.00197,                0.04873,                0.00359,                 0.0014,                 3.2137,                 4.7285,                 3.8364,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     85,                 3.3023,                 5.1317,                 3.8223,                0.00194,                0.04728,                0.00457,                0.00156,                 3.2154,                  4.774,                 3.8365,              2.004e-05,              2.004e-05,              2.004e-05
                     86,                 3.4161,                 5.0903,                 3.8168,                0.39617,                0.00895,                0.00481,                0.00166,                 3.2129,                 4.7433,                 3.8348,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     87,                 3.3427,                 5.0647,                 3.8276,                0.36816,                0.00332,                0.00685,                0.00236,                 3.2081,                 4.8324,                 3.8351,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     88,                 3.2859,                 5.0461,                 3.8272,                0.36997,                0.00614,                0.00815,                0.00226,                 3.2059,                 4.8529,                 3.8345,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     89,                 3.4015,                 5.1213,                 3.8314,                0.35494,                0.00614,                0.00641,                0.00248,                 3.2123,                 4.8623,                 3.8333,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     90,                 3.2509,                 5.3407,                 3.8271,                0.38551,                0.00895,                0.01126,                0.00312,                 3.1983,                 4.7778,                 3.8226,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     91,                 3.1689,                 5.2751,                 3.7811,                0.29846,                0.00614,                0.01426,                0.00427,                 3.1996,                 4.9494,                 3.8173,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     92,                 3.2176,                  5.172,                  3.784,                 0.3421,                0.00895,                  0.012,                0.00468,                 3.1966,                 4.8705,                 3.8095,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     93,                 3.2095,                 5.2004,                 3.7622,                0.00274,                0.04167,                0.01072,                0.00484,                 3.1957,                 4.8607,                 3.8058,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     94,                 3.1742,                 5.3103,                 3.7661,                0.00356,                0.04151,                 0.0077,                 0.0034,                 3.1936,                  4.894,                 3.7986,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     95,                 3.2101,                 5.2779,                 3.7853,                0.00772,                0.03879,                0.01176,                0.00532,                 3.1941,                 4.8064,                 3.7969,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     96,                 3.2484,                 5.2271,                 3.7673,                0.00543,                0.04531,                0.00782,                0.00336,                 3.1917,                 4.8908,                 3.7982,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     97,                 3.1971,                 5.2673,                 3.8049,                0.00778,                0.04329,                0.01181,                0.00535,                 3.1931,                 4.8154,                 3.7928,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     98,                 3.2019,                 5.3819,                 3.7774,                 0.0055,                0.04622,                0.01147,                0.00496,                 3.1891,                  4.869,                 3.7911,             4.7243e-06,             4.7243e-06,             4.7243e-06
                     99,                 3.2227,                 5.2763,                 3.7649,                0.00536,                0.04313,                 0.0082,                0.00383,                  3.192,                 4.8476,                 3.7878,             3.5462e-06,             3.5462e-06,             3.5462e-06
